,speaker,utterance
6021,A,"I mean, it's"
6022,A,"I guess what I do now is I play softball, right now,"
6023,B,Uh-huh.
6024,A,"that's about,"
6025,A,"well, right now I'm on two teams"
6026,A,so it's four nights a week.
6027,B,Gosh
6028,A,"But, uh, uh, so I enjoy it"
6029,A,"but, as far as, you know, uh,"
6030,B,Uh-huh.
6031,A,"instead of having to join a health club and make myself go out there, I went and bought a weight bench, and don't ever hardly use it."
6032,B,Uh-huh.
6033,B,"Ha,"
6034,B,"right,"
6035,A,I need to make myself do that.
6036,B,"yeah,"
6037,B,"I slacked off a little because of, um,"
6038,B,I'm about to graduate from college
6039,B,and so this past couple months have been really hectic
6040,B,"so I haven't really gone,"
6041,B,and I've really faithful these past two months of going to the health club and working out
6042,B,but ...
6043,A,What school you going to?
6044,B,I'm at East Carolina.
6045,A,Oh
6046,B,"But, um, no,"
6047,B,"I, uh,"
6048,B,my step classes and toning is about the only thing
6049,B,"well, I mean ..."
6050,A,"Now what's, what's toning?"
6051,A,Is that lifting weights?
6052,B,"It's, um, like isolated movements for each muscle certain muscles groups,"
6053,A,"Oh, okay."
6054,B,"you can do with,"
6055,A,"Isometrics, stuff like that."
6056,B,"Yeah,"
6057,B,"you can do it with certain, you know, you can do it with weights if you wanted to"
6058,B,"but, you know, you leave out of there"
6059,B,"usually the next morning, if you haven't done it in a while, you wake up the next morning"
6060,B,"you're like, oh, no,"
6061,B,what did I do to myself
6062,B,"and your whole body aches, you know."
6063,A,Yeah.
6064,B,"Um, I know I'm looking forward to getting back into getting into shape,"
6065,B,"uh, I feel like I'm out of shape"
6066,B,"but I feel guilty for not going, because I really I'm, I'm so used to going for, you know, three or four years now."
6067,A,Uh-huh.
6068,A,"Yeah,"
6069,A,"I, stayed in pretty good shape during school."
6070,B,"But, um,"
6071,A,"I played baseball, all the way through"
6072,B,Uh-huh.
6073,A,"and, you know, working out six hours a day, usually six or seven days a week that kind of, kept us all in pretty good shape,"
6074,B,"Oh, yeah."
6075,B,"Oh, yeah."
6076,A,"But, uh, ever, ever since I got out of school, you know, just jumped right into the job"
6077,A,"and, I guess the job that I'm in it's stuff to stay on any kind of a regular schedule. *listen; possible typo stuff = tough?"
6078,B,Uh-huh.
6079,B,Uh-huh.
6080,A,Because I work some weird hours and do some traveling.
6081,B,Uh-huh.
6082,B,"No,"
6083,B,"some, um,"
6084,B,"I walk a lot because, uh, you know, being in, in school we,"
6085,A,Yeah.
6086,B,"I don't know if your campus was anything like ours,"
6087,B,"but our parking lot's in one end of the, of the campus"
6088,B,"and the school, the buildings are all at the other end,"
6089,B,so.
6090,A,"No,"
6091,A,"I didn't have, well, much of a problem"
6092,A,"we, I guess I went to a small Baptist school"
6093,A,"and we had about, when I was there, maybe thirteen hundred people."
6094,B,Uh-huh.
6095,B,"Oh, okay,"
6096,B,that's if ...
6097,A,"So, it's pretty small."
6098,A,Yeah.
6099,B,Yeah.
6100,B,Yeah.
6101,A,But I usually get in at least a couple of miles at work just walking around the plant.
6102,B,Uh-huh.
6103,A,"So,"
6104,B,"Yeah,"
6105,B,"it's, uh,"
6106,B,"I live, I live on the second story apartments"
6107,B,"so I walk up and down stairs all day long,"
6108,B,so.
6109,B,"Uh,"
6110,A,"Uh, we've got a one story house now"
6111,A,"that's, that's enough."
6112,A,I guess I push the lawn mower around
6113,A,"that's, fairly regular"
6114,B,Yeah
6115,B,"one of the exercise,"
6116,A,Yeah.
6117,B,"I, I, um, would like to start running."
6118,B,I've never been much of a runner
6119,B,"but I want to start,"
6120,B,I want to run
6121,B,"but I don't, I don't know if I'll be able to, to do it."
6122,A,What
6123,A,"just, because you don't like to or because, because you won't be able to."
6124,B,"I'm, I'm afraid I won't be able to."
6125,A,"Oh, if you do, if you do aerobics you shouldn't have any problem running."
6126,B,I
6127,B,Yeah.
6128,B,"I hope not. Um,"
6129,A,"We've, we ride our bike occasionally but again not nearly often enough"
6130,B,Uh-huh.
6131,B,"I don't even own a bike,"
6132,B,"I think the last time I was on a bike when I was about twelve,"
6133,B,so.
6134,B,"Uh, I don't know,"
6135,B,"I'd be afraid, afraid I probably forgot how to ride a bike, you know."
6136,A,"No,"
6137,A,you can't forget how to ride a bike.
6138,B,"Yeah,"
6139,B,"but, um, no,"
6140,B,"I guess that's about the only form,"
6141,B,"I'm trying to think of, of other things that I do that will be considered exercise,"
6142,A,Yeah.
6143,B,there are things I should do.
6144,B,I know
6145,A,"Now, when I was going to,"
6146,A,"I, I went to a junior college for a couple of years and played baseball and then transferred,"
6147,A,"well, when we were at this junior college, uh, our coach, you know,"
6148,A,"we,"
6149,A,one semester the whole team was required to take aerobics
6150,A,and the next semester they were required to do weight lifting.
6151,B,Uh-huh.
6152,A,"So, they, uh,"
6153,A,"I mean, it was a regular,"
6154,A,"I mean, we had it for course credit,"
6155,B,Uh-huh.
6156,A,"but still, I mean, it was pretty high impact stuff,"
6157,B,"Those aerobic classes are, are tough the, the high impact."
6158,A,Uh-huh.
6159,B,"Definitely are, are tough classes."
6160,A,"Yeah,"
6161,A,"and she'd, uh, you know,"
6162,A,most of the guys were all in one class
6163,A,"so she'd kind of lay it on occasionally, you know,"
6164,B,Uh-huh.
6165,A,"First at eight, I think we had"
6166,A,"eight o'clock in the morning, was our class."
6167,B,Uh-huh.
6168,A,Wake up.
6169,B,"Well, now they have those, uh, those exercise bands now that are better that you can use for like toning instead of using a weight,"
6170,A,Uh-huh.
6171,B,"you have like bands,"
6172,B,"I don't know, if you've seen them,"
6173,A,Yeah.
6174,B,"they're ... Yeah, they're, they're weird."
6175,A,I think my wife has some.
6176,B,"They're, uh, you they're just made of, I guess it's different kinds of rubber,"
6177,A,Uh-huh.
6178,B,"uh, and they get,"
6179,A,"Or sand even some of them,"
6180,A,"well, no,"
6181,A,they're elastic
6182,A,so I guess it wouldn't be sand.
6183,B,Uh-huh.
6184,B,"And there's some that, like the different colors denotes how much they, how much the tension I guess they are and how easy they are to move."
6185,A,Huh.
6186,B,"Uh, there's like, I know there's purple, gray, and, uh, green."
6187,B,And some of them are real short
6188,B,"and they're the ones that are the tough ones to use, you know."
6189,A,Yeah.
6190,B,"But, uh, those classes I, I enjoy."
6191,B,"Uh, I think, uh, with the aerobic classes you have to get an instructor that's fun."
6192,B,"If you don't have one that's fun, and not enjoy it, look, not acting like she's enjoying what she's doing, the class is not going to get out, uh, what they should get out of the class."
6193,A,Yeah.
6194,B,"Uh, if the,"
6195,A,"So, are you going to get into instructing?"
6196,A,"Well, what are you studying?"
6197,B,"Oh, I'm an interior design major,"
6198,A,"Oh, okay,"
6199,A,"not in the, not in the, aerobic instructor type field."
6200,B,Oh.
6201,B,"No,"
6202,B,"no,"
6203,B,"no,"
6204,B,"no,"
6205,B,"oh, I could never do that I don't think,"
6206,B,"I'd rather just be the student,"
6207,B,"And, uh, Occasionally I do the weights at the health club but low weights just ..."
6208,A,Yeah.
6209,A,"Yeah,"
6210,A,"the, uh, the, some of the Nautilus equipment that I started seeing at the one that we used to go to was really interesting,"
6211,A,"I mean, they, they, they really know how to isolate each of the different muscle groups, with those things"
6212,B,Uh-huh.
6213,A,"but, man, they are, it,"
6214,A,I don't know
6215,A,"to me that was just too much of a hassle to get all geared up and take the time to drive over there, and workout and then drive back"
6216,B,Uh-huh.
6217,B,Right.
6218,B,"Well, they, um, I just noticed at our health club they put these computerized one, these computerized machines,"
6219,B,and you set a speed on it and the weight
6220,B,"and it, and it makes you do it."
6221,B,And it tells you
6222,B,"like if you're going too slow it will say, my grandmother could do this faster than you. And stuff like, a turtle goes faster"
6223,B,"and, um, it tells it"
6224,B,and the whole place can hear what this machine is telling you.
6225,A,A little negative reinforcement there while you're going.
6226,B,Yeah
6227,B,"So, uh, do that, stuff like that"
6228,B,but just I've never used those machines
6229,B,"I just use the regular machines and the free weights, you know, like little five pound hand weights and eight pound hand weights."
6230,A,Yeah.
6231,B,"to do, you know, some bicep, tricep exercises."
6232,B,"Sit-ups, of course."
6233,A,"yeah,"
6234,A,"that's, that's where I'm really starting to get noticeable,"
6235,B,Uh-huh.
6236,A,I'm just getting real soft in the middle.
6237,B,"Oh, yeah,"
6238,B,"I think that's, uh, number one problem with everyone"
6239,A,Uh-huh.
6240,A,I haven't really started to put on a lot of weight
6241,A,"I'm, I guess I probably put on about ten, nine or ten pounds, since I stopped playing, which was about four years ago."
6242,B,Uh-huh.
6243,A,"But I've, just myself I just notice myself just really, real soft"
6244,A,"and I'm sure I don't have near the endurance that I did,"
6245,B,Yeah.
6246,A,"But I, I intend, I keep saying I intend to get back into it."
6247,B,Uh-huh.
6248,B,Yeah.
6249,A,"I just need to, put the old nose to the grindstone,"
6250,A,"I, I, I guess at that point it would turn into a task,"
6251,B,Uh-huh.
6252,A,"I don't consider it fun doing that,"
6253,A,but.
6254,B,Right.
6255,B,"Yeah,"
6256,B,"I plan on getting back, once I graduate next weekend."
6257,A,Next weekend?
6258,B,Next weekend.
6259,A,All right.
6260,B,"Yeah,"
6261,B,"one week,"
6262,B,Then I plan to get right back into it.
6263,B,"You know, it's, it does a lot for you I think."
6264,A,"Yeah,"
6265,B,Makes you feel a lot better.
6266,A,"oh, no,"
6267,A,"yeah,"
6268,A,"there, there's no, no question the, the end result is great"
6269,A,"and I, I mean, I enjoyed, you know,"
6270,A,"we,"
6271,A,"when I was playing ball we could like run all day and not be tired, you know"
6272,B,"Uh-huh,"
6273,B,"and I mean you feel so much better, about yourself."
6274,A,Yeah.
6275,A,Uh-huh.
6276,B,"Just you know, you don't feel guilty when you eat that cake after dinner,"
6277,A,"Oh, I still don't,"
6278,A,but That's a problem.
6279,B,"Oh, yeah,"
6280,B,yeah.
6281,A,"Well, good luck on your graduation and your ..."
6282,B,"All righty,"
6283,B,"well, thank you."
6284,B,It was nice talking to you.
6285,A,"Yeah,"
6286,A,you too.
6287,B,"Okay,"
6288,B,bye-bye.
6289,A,Bye.
6290,A,"seems to be a, a topic that's going to probably take about a generation to, uh, catch on, it seems, or maybe a generation to two"
6291,A,And we may have to do it out of necessity as far as moving that time schedule up.
6292,A,"Uh, it does seem to be a lot of habits to break."
6293,A,"I, uh, wasn't raised as a kid on it,"
6294,A,but my kids are
6295,A,"and so they, they tended to want to grab the aluminum cans when that was one of the first things to do,"
6296,A,"and we were doing all right there until, uh, the price dropped out"
6297,A,and they weren't worth anything anymore.
6298,B,Uh-huh.
6299,A,And we
6300,A,"it took us, almost a year to get a garbage sack full."
6301,A,We just don't drink that many.
6302,A,"So as far as at home use, uh, we'll pick up a six pack every once in a while or for whatever occasion of Doctor Pepper or something"
6303,A,"and, and by the time we gathered up enough crushed cans to take it in, uh,"
6304,A,"at the time it was still, oh, about forty or fifty cents a pound,"
6305,A,and we came out with about a dollar
6306,A,it just really wasn't worth it.
6307,B,And a lot of hassle all year round
6308,B,"and cans laying,"
6309,A,Yeah.
6310,B,Yeah.
6311,A,"So, they, they realized, you know,"
6312,A,"well, of course to them a dollar was a dollar at four and five years old."
6313,A,"That wasn't, uh, that was a big deal,"
6314,A,but we decided it wasn't worth us keeping it
6315,A,"and then, uh, T I started keeping up with, uh, cans there,"
6316,A,so occasionally I'll bring whatever I've got laying around the car or the like and throw them in there.
6317,A,"Least it gets back into the system,"
6318,A,"but, as far as a habit at the house, uh, I haven't started on anything other than just whatever the city wants to pick up."
6319,A,Have you all got the individual containers yet?
6320,B,"No,"
6321,B,"I read in the paper this week where maybe,"
6322,B,"I don't know if it was,"
6323,B,I guess maybe this week someone may start getting them if the truck that picks them up is outfitted in time.
6324,A,Um.
6325,B,"But, it, it should be starting, I would stay probably in the next month if, if everything goes that"
6326,B,"I'm not sure all what we're going to have to do, whether we have three separate containers,"
6327,B,I really don't understand that part on what they've told you to separate everything.
6328,A,Right.
6329,A,"Yeah,"
6330,A,"it seemed like, uh,"
6331,A,"if, if I recall, it's been a long time."
6332,A,They're way behind schedule on that particular part of it.
