,section,text
5891,CONCLUSIONS,This strategy can potentially translate to substantial savings in the cost of care of HIV-infected patients .
5892,BACKGROUND,The postpartum period can be a challenging time particularly for first-time mothers .
5893,BACKGROUND,This study aimed to assess two different interventions designed to reduce stress in the postpartum among first-time mothers .
5894,METHODS,"Healthy first-time mothers with healthy newborns were recruited from hospitals in Beirut , Lebanon after delivery ."
5895,METHODS,The two interventions were a 20-minute film addressing common stressors in the postpartum period and a 24-hour telephone support hotline .
5896,METHODS,"Participants were randomized to one of four study arms to receive either the postpartum support film , the hotline service , both interventions , or a music CD ( control ) ."
5897,METHODS,Participants were interviewed at eight to twelve weeks postpartum for assessment of levels of stress as measured by the Cohen Perceived Stress Scale ( PSS-10 ) .
5898,RESULTS,"Of the 632 eligible women , 552 ( 88 % ) agreed to participate in the study ."
5899,RESULTS,"Of those , 452 ( 82 % ) completed the study ."
5900,RESULTS,Mean PSS-10 scores of mothers who received the film alone ( 15.76 ) or the film with the hotline service ( 15.86 ) were significantly lower than that of the control group ( 18.93 ) ( p-value < 0.01 ) .
5901,RESULTS,Among mothers who received the hotline service alone mean PSS-10 score ( 16.98 ) was also significantly lower than that of the control group ( p-value < 0.05 ) .
5902,CONCLUSIONS,Both our postpartum support film and the 24-hour telephone hotline service reduced stress in the postpartum period in first-time mothers .
5903,CONCLUSIONS,These simple interventions can be easily implemented and could have an important impact on the mental wellbeing of new mothers .
5904,BACKGROUND,"The trial was registered with clinicaltrials.gov ( identifier # NCT00857051 ) on March 5 , 2009 ."
5905,OBJECTIVE,To examine whether dexmedetomidine reduces the injection pain of propofol and rocuronium and to investigate whether the decrease in injection pain is associated with the known sedative action of dexmedetomidine .
5906,METHODS,"Randomized , double-blind , placebo-controlled clinical comparison study ."
5907,METHODS,"Patients undergoing general anesthesia with intubation received 40 mg of 1 % lidocaine ( lidocaine group ; n = 28 ) , 0.25 g/kg of dexmedetomidine ( low-dose group ; n = 27 ) , 0.5 g/kg of dexmedetomidine ( subclinical dose group ; n = 28 ) , 1.0 g/kg of dexmedetomidine ( clinical dose group , n = 27 ) , or normal saline ( saline group ; n = 28 ) before anesthetic induction ."
5908,METHODS,"Pain associated with propofol and rocuronium injection was assessed using a 10-point verbal analog scale ( VAS ) and a 4-point withdrawal movement scale , respectively ."
5909,METHODS,"The BIS value was measured 60 seconds after administration of the study drug , and at the time of rocuronium injection and intubation ."
5910,RESULTS,"The overall incidence of withdrawal movements due to rocuronium decreased significantly as the dose of dexmedetomidine increased ( 92.8 % , 85.2 % , 78.6 % , and 51.9 % in the saline , low-dose , subclinical dose , and clinical dose groups , respectively ; P = 0.001 ) ."
5911,RESULTS,There was no significant difference in BIS values among the groups 60 seconds after study drug administration or at the time of rocuronium injection .
5912,CONCLUSIONS,Dexmedetomidine reduced pain associated with rocuronium injection in a dose-dependent manner .
5913,CONCLUSIONS,This effect was not associated with the decrease in BIS value .
5914,BACKGROUND,"Eosinophilic esophagitis ( EoE ) is a chronic antigen-driven allergic inflammatory disease , likely involving the interplay of genetic and environmental factors , yet their respective contributions to heritability are unknown ."
5915,OBJECTIVE,To quantify the risk associated with genes and environment on familial clustering of EoE .
5916,METHODS,Family history was obtained from a hospital-based cohort of 914 EoE probands ( n = 2192 first-degree `` Nuclear-Family '' relatives ) and an international registry of monozygotic and dizygotic twins/triplets ( n = 63 EoE `` Twins '' probands ) .
5917,METHODS,"Frequencies , recurrence risk ratios ( RRRs ) , heritability , and twin concordance were estimated ."
5918,METHODS,Environmental exposures were preliminarily examined .
5919,RESULTS,"Analysis of the Nuclear-Family-based cohort revealed that the rate of EoE , in first-degree relatives of a proband , was 1.8 % ( unadjusted ) and 2.3 % ( sex-adjusted ) ."
5920,RESULTS,"RRRs ranged from 10 to 64 , depending on the family relationship , and were higher in brothers ( 64.0 ; P = .04 ) , fathers ( 42.9 ; P = .004 ) , and males ( 50.7 ; P < .001 ) than in sisters , mothers , and females , respectively ."
5921,RESULTS,The risk of EoE for other siblings was 2.4 % .
5922,RESULTS,"In the Nuclear-Family cohort , combined gene and common environment heritability was 72.0 % 2.7 % ( P < .001 ) ."
5923,RESULTS,"In the Twins cohort , genetic heritability was 14.5 % 4.0 % ( P < .001 ) , and common family environment contributed 81.0 % 4 % ( P < .001 ) to phenotypic variance ."
5924,RESULTS,Probandwise concordance in monozygotic co-twins was 57.9 % 9.5 % compared with 36.4 % 9.3 % in dizygotic co-twins ( P = .11 ) .
5925,RESULTS,"Greater birth weight difference between twins ( P = .01 ) , breast-feeding ( P = .15 ) , and fall birth season ( P = .02 ) were associated with twin discordance in disease status ."
5926,CONCLUSIONS,EoE RRRs are increased 10 - to 64-fold compared with the general population .
5927,CONCLUSIONS,"EoE in relatives is 1.8 % to 2.4 % , depending on relationship and sex ."
5928,CONCLUSIONS,Nuclear-Family heritability appeared to be high ( 72.0 % ) .
5929,CONCLUSIONS,"However , the Twins cohort analysis revealed a powerful role for common environment ( 81.0 % ) compared with additive genetic heritability ( 14.5 % ) ."
5930,BACKGROUND,Serious case reviews and research studies have indicated weaknesses in risk assessments conducted by child protection social workers .
5931,BACKGROUND,Social workers are adept at gathering information but struggle with analysis and assessment of risk .
5932,BACKGROUND,The Department for Education wants to know if the use of a structured decision-making tool can improve child protection assessments of risk .
5933,METHODS,"This multi-site , cluster-randomised trial will assess the effectiveness of the Safeguarding Children Assessment and Analysis Framework ( SAAF ) ."
5934,METHODS,"This structured decision-making tool aims to improve social workers ' assessments of harm , of future risk and parents ' capacity to change ."
5935,METHODS,The comparison is management as usual .
5936,METHODS,"Children 's Services Departments ( CSDs ) in England willing to make relevant teams available to be randomised , and willing to meet the trial 's training and data collection requirements ."
5937,METHODS,CSDs where there were concerns about performance ; where a major organisational restructuring was planned or under way ; or where other risk assessment tools were in use.Six CSDs are participating in this study .
5938,METHODS,"Social workers in the experimental arm will receive 2 days training in SAAF together with a range of support materials , and access to limited telephone consultation post-training ."
5939,METHODS,The primary outcome is child maltreatment .
5940,METHODS,This will be assessed using data collected nationally on two key performance indicators : the first is the number of children in a year who have been subject to a second Child Protection Plan ( CPP ) ; the second is the number of re-referrals of children because of related concerns about maltreatment .
5941,METHODS,"Secondary outcomes are : i ) the quality of assessments judged against a schedule of quality criteria and ii ) the relationship between the three assessments required by the structured decision-making tool ( level of harm , risk of ( re ) abuse and prospects for successful intervention ) ."
5942,CONCLUSIONS,This is the first study to examine the effectiveness of SAAF .
5943,CONCLUSIONS,It will contribute to a very limited literature on the contribution that structured decision-making tools can make to improving risk assessment and case planning in child protection and on what is involved in their effective implementation .
5944,BACKGROUND,ISRCTN 45137562 15 July 2014 .
5945,OBJECTIVE,This study evaluated the effectiveness of a stress management intervention combining individual cognitive behavioral therapy ( CBT ) with a brief workplace intervention on self-reported measures of sleep and cognitive functioning among patients on sick leave due to work-related stress complaints .
5946,METHODS,Participants were patients referred to the regional Department of Occupational Medicine .
5947,METHODS,Inclusion criteria were ( i ) sick leave due to work-related stress complaints and ( ii ) a diagnosis of adjustment disorder/reactions to stress or mild depression .
5948,METHODS,Participants ( N = 137 ) were randomized to either an intervention ( N = 57 ) or control ( N = 80 ) group .
5949,METHODS,The intervention comprised six sessions with a psychologist and the offer of a small workplace intervention .
5950,METHODS,"Questionnaires were answered at baseline and after 4 , and 10 months ."
5951,RESULTS,Symptoms were significantly reduced over time in both groups but there was no significant treatment effect on sleep or cognitive outcomes at any time point .
